id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
1112523,60.0,Female,25115.0,,1.0,Master's,Unemployed,39.28863233089818,Rural,Comprehensive,0.0,0.0,805.0,1.0,2022-03-30 15:21:39.273454,Poor,No,Weekly,Apartment,1346.0
1080624,55.0,Female,36617.0,Single,3.0,Bachelor's,Self-Employed,18.814370014577992,Suburban,Premium,1.0,17.0,732.0,7.0,2022-08-02 15:21:39.188220,Average,Yes,Rarely,Condo,478.0
297010,33.0,Male,44841.0,Divorced,3.0,High School,,7.946155854338984,Suburban,Premium,1.0,16.0,691.0,8.0,2022-10-02 15:21:39.084065,Poor,Yes,Rarely,Condo,2436.0
789877,57.0,Female,4046.0,Married,3.0,Bachelor's,Self-Employed,44.02291225195818,Urban,Comprehensive,0.0,11.0,469.0,9.0,2023-01-20 15:21:39.226954,Good,Yes,Rarely,House,2076.0
327016,23.0,Male,10554.0,Single,0.0,PhD,Self-Employed,20.828409223359508,Urban,Premium,,2.0,498.0,1.0,2023-12-30 15:21:39.183598,Poor,Yes,Monthly,Condo,151.0
93967,30.0,Female,6877.0,Divorced,4.0,Bachelor's,,42.442762527732405,Suburban,Premium,2.0,9.0,713.0,1.0,2022-06-26 15:21:39.134960,Poor,Yes,Daily,Apartment,593.0
67792,26.0,Male,44374.0,Single,0.0,Bachelor's,,27.686428407645497,Urban,Comprehensive,,4.0,,4.0,2020-07-12 15:21:39.219432,Good,Yes,Daily,House,1067.0
9034,25.0,Female,29350.0,Divorced,0.0,Bachelor's,Unemployed,45.9198154659622,Urban,Comprehensive,,0.0,661.0,4.0,2023-12-06 15:21:39.254678,Good,Yes,Rarely,Condo,645.0
175705,31.0,Male,131421.0,Single,0.0,High School,Unemployed,,Urban,Comprehensive,,18.0,,9.0,2020-08-02 15:21:39.279729,Poor,No,Monthly,Condo,1894.0
467255,57.0,Male,78832.0,Divorced,0.0,High School,Employed,37.89801768888069,Rural,Premium,0.0,9.0,711.0,9.0,2020-11-01 15:21:39.276901,Poor,No,Daily,Condo,223.0
579281,54.0,Female,29252.0,Divorced,4.0,Master's,Self-Employed,12.9226617492833,Suburban,Basic,2.0,14.0,,7.0,2021-04-14 15:21:39.219432,Good,Yes,Monthly,Apartment,381.0
776352,25.0,Male,37486.0,Married,0.0,Master's,Employed,10.93676009913197,Rural,Basic,1.0,11.0,657.0,9.0,2022-08-24 15:21:39.155231,Good,No,Daily,Apartment,964.0
288786,57.0,Male,2899.0,Married,,PhD,,30.96512721921796,Urban,Basic,2.0,3.0,602.0,4.0,2023-04-06 15:21:39.133866,Average,Yes,Daily,Apartment,452.0
877112,46.0,Female,71699.0,Divorced,3.0,PhD,Employed,34.60794287968872,Rural,Premium,0.0,16.0,704.0,7.0,2023-07-29 15:21:39.124659,Average,Yes,Weekly,House,408.0
401584,62.0,Female,53655.0,Married,2.0,High School,Self-Employed,23.86773715372249,Rural,Comprehensive,2.0,16.0,379.0,7.0,2020-04-15 15:21:39.220389,Good,Yes,Daily,Condo,714.0
160641,52.0,Female,14078.0,Single,2.0,Master's,,32.636210007181205,Urban,Premium,,4.0,661.0,1.0,2023-11-16 15:21:39.155231,Average,No,Monthly,House,2716.0
1153717,35.0,Female,,Divorced,4.0,PhD,Self-Employed,30.869793947479828,Urban,Premium,2.0,11.0,437.0,6.0,2021-03-31 15:21:39.134960,Poor,Yes,Daily,House,2472.0
728869,56.0,Male,3111.0,,0.0,Bachelor's,Employed,29.766956490735787,Suburban,Basic,1.0,10.0,393.0,2.0,2021-03-03 15:21:39.171102,Poor,Yes,Weekly,Apartment,1168.0
118683,,Female,5839.0,Divorced,3.0,PhD,Employed,38.80496030530923,Rural,Basic,,3.0,796.0,1.0,2023-05-31 15:21:39.167099,Average,Yes,Monthly,Condo,2430.0
920805,27.0,Female,51719.0,Divorced,2.0,High School,Employed,44.27582865084262,Rural,Basic,,16.0,355.0,6.0,2021-01-12 15:21:39.092127,Poor,No,Rarely,House,474.0
16050,57.0,Female,11548.0,Divorced,4.0,Bachelor's,Unemployed,13.59398039281109,Rural,Basic,0.0,6.0,634.0,3.0,2021-08-23 15:21:39.102694,Average,Yes,Rarely,Condo,755.0
584867,38.0,Male,2623.0,Divorced,,High School,,5.592762523579419,Rural,Premium,2.0,17.0,683.0,1.0,2020-01-30 15:21:39.134960,Average,Yes,Monthly,Condo,604.0
338576,51.0,Female,39053.0,Married,1.0,Bachelor's,Employed,41.48461895693133,Urban,Basic,,18.0,589.0,9.0,2021-09-17 15:21:39.253660,Average,Yes,Daily,Condo,785.0
1164363,39.0,Male,23989.0,Married,0.0,Master's,,,Urban,Comprehensive,0.0,9.0,591.0,9.0,2021-09-23 15:21:39.205850,Good,Yes,Daily,Condo,1114.0
288589,61.0,Female,67921.0,Married,3.0,Bachelor's,Self-Employed,8.122801818052407,Rural,Basic,2.0,6.0,,3.0,2021-03-18 15:21:39.134960,,No,Monthly,Condo,992.0
303781,28.0,Female,18368.0,Married,4.0,Bachelor's,,7.185364197845788,Suburban,Basic,,0.0,712.0,9.0,2024-03-20 15:21:39.155231,Good,No,Weekly,Condo,442.0
470933,36.0,Male,45476.0,Divorced,1.0,Bachelor's,Self-Employed,43.098227527055286,Rural,Comprehensive,,3.0,671.0,5.0,2022-03-23 15:21:39.082499,Average,No,Daily,Condo,696.0
74805,33.0,Male,,Divorced,3.0,High School,,26.967484089006938,Rural,Premium,,8.0,574.0,3.0,2020-02-17 15:21:39.179186,Average,Yes,Monthly,House,150.0
552368,48.0,Female,82942.0,Divorced,0.0,High School,,46.01153153506298,Rural,Basic,3.0,19.0,847.0,8.0,2022-05-08 15:21:39.289099,Average,No,Daily,House,23.0
910846,64.0,Female,3447.0,Married,4.0,Bachelor's,Self-Employed,28.051065944179506,Rural,Premium,1.0,5.0,531.0,5.0,2019-08-25 15:21:39.134960,Poor,No,Daily,Condo,451.0
1015392,49.0,Male,29069.0,Married,3.0,Bachelor's,Self-Employed,19.91845864681685,Rural,Comprehensive,2.0,18.0,,5.0,2021-03-24 15:21:39.261856,Good,Yes,Daily,Condo,611.0
759468,23.0,Male,,Divorced,2.0,PhD,Employed,18.17507844981249,Rural,Basic,0.0,10.0,489.0,7.0,2019-09-01 15:21:39.097737,Average,No,Daily,Apartment,4193.0
1012879,61.0,Female,3570.0,Single,3.0,PhD,,7.926933908739593,Rural,Premium,0.0,0.0,779.0,4.0,2021-06-13 15:21:39.283783,Good,No,Monthly,Condo,190.0
313744,35.0,Male,,Married,1.0,Bachelor's,,13.064493686244845,Urban,Premium,0.0,16.0,535.0,7.0,2020-06-01 15:21:39.219432,Average,No,Rarely,House,135.0
486707,20.0,Male,18443.0,Single,0.0,PhD,,17.711669954581364,Suburban,Premium,,4.0,642.0,5.0,2021-12-21 15:21:39.155231,Poor,No,Rarely,Apartment,1042.0
313117,40.0,Female,72273.0,Single,3.0,Bachelor's,Self-Employed,44.31541914505873,Rural,Premium,0.0,16.0,590.0,5.0,2019-09-23 15:21:39.122134,Good,No,Daily,House,2785.0
585959,52.0,Male,141374.0,Married,2.0,Master's,Self-Employed,7.908262807715243,Rural,Comprehensive,5.0,14.0,456.0,7.0,2020-01-21 15:21:39.274993,Good,Yes,Daily,Apartment,498.0
31100,48.0,Female,47292.0,Divorced,1.0,PhD,Self-Employed,13.084922475284747,Rural,Premium,0.0,16.0,538.0,5.0,2020-03-16 15:21:39.101733,Good,No,Monthly,Apartment,62.0
777726,48.0,Female,65840.0,Single,3.0,Bachelor's,,49.37202997533083,Suburban,Comprehensive,0.0,11.0,609.0,3.0,2020-07-01 15:21:39.282785,Good,Yes,Rarely,House,308.0
1040851,53.0,Male,17384.0,Divorced,2.0,Master's,,34.01310381406136,Suburban,Comprehensive,,0.0,823.0,5.0,2020-01-26 15:21:39.134960,Poor,No,Rarely,Apartment,694.0
311967,48.0,Male,3804.0,Divorced,3.0,Master's,Unemployed,33.97369947094172,Rural,Premium,,13.0,550.0,6.0,2020-11-10 15:21:39.250151,,Yes,Daily,Condo,688.0
657047,,Female,27863.0,Divorced,3.0,Master's,Self-Employed,29.054175073902226,Suburban,Premium,,2.0,462.0,7.0,2023-06-08 15:21:39.221386,Average,Yes,Weekly,Apartment,29.0
107494,31.0,Female,7086.0,Divorced,4.0,High School,Employed,29.887912564511307,Rural,Basic,1.0,0.0,,9.0,2022-12-03 15:21:39.226954,Average,Yes,Monthly,House,1090.0
459091,43.0,Female,11435.0,Single,4.0,Bachelor's,Self-Employed,12.956928564468631,Urban,Comprehensive,,12.0,557.0,9.0,2024-03-02 15:21:39.220389,Good,Yes,Monthly,Condo,38.0
246838,36.0,Female,46791.0,Divorced,3.0,PhD,Employed,13.92720030453423,Suburban,Premium,3.0,17.0,661.0,1.0,2023-08-07 15:21:39.274993,Good,Yes,Monthly,Condo,3051.0
1053124,20.0,Female,6935.0,Married,2.0,Master's,Unemployed,3.175881961522601,Rural,Comprehensive,1.0,10.0,487.0,5.0,2024-05-04 15:21:39.290098,Good,Yes,Rarely,Condo,130.0
323756,64.0,Female,3898.0,Married,2.0,PhD,,36.418765759331,Urban,Basic,,10.0,728.0,2.0,2022-07-22 15:21:39.116179,,Yes,Monthly,Apartment,793.0
86175,46.0,Female,8095.0,Single,0.0,High School,Self-Employed,12.90617457131891,Rural,Basic,3.0,12.0,469.0,6.0,2020-01-22 15:21:39.186212,Average,Yes,Daily,Condo,1828.0
889703,44.0,Female,43435.0,Married,0.0,High School,Employed,16.41994506407039,Urban,Comprehensive,,17.0,584.0,8.0,2022-06-16 15:21:39.134960,Average,No,Monthly,House,801.0
1171471,46.0,Female,10116.0,Divorced,0.0,High School,,4.099818074446256,Urban,Basic,,19.0,619.0,1.0,2022-07-08 15:21:39.085129,Poor,Yes,Weekly,House,917.0
605599,23.0,Female,2533.0,Married,4.0,PhD,,10.55670117238482,Rural,Premium,2.0,2.0,384.0,1.0,2022-11-25 15:21:39.256696,Average,No,Monthly,House,177.0
173439,38.0,Male,90112.0,Divorced,2.0,High School,Unemployed,17.88593505440448,Rural,Premium,0.0,10.0,382.0,3.0,2022-09-06 15:21:39.133866,Good,Yes,Monthly,Apartment,1372.0
582870,28.0,Male,2499.0,Single,1.0,Bachelor's,,35.85742924587155,Suburban,Premium,0.0,13.0,387.0,3.0,2021-11-22 15:21:39.185215,Average,Yes,Monthly,Condo,942.0
915031,47.0,Male,2907.0,Divorced,3.0,Bachelor's,Employed,38.00881484288369,Suburban,Basic,,4.0,382.0,3.0,2019-08-30 15:21:39.155231,Average,Yes,Daily,Condo,459.0
394673,24.0,Male,139981.0,Married,2.0,Bachelor's,Unemployed,29.073949135923204,Suburban,Comprehensive,5.0,8.0,476.0,1.0,2021-07-28 15:21:39.237118,Good,No,Monthly,Condo,1284.0
436904,61.0,Female,3074.0,Single,4.0,Bachelor's,Unemployed,,Urban,Comprehensive,0.0,17.0,722.0,8.0,2022-09-02 15:21:39.237118,Good,Yes,Daily,Apartment,1609.0
587742,51.0,Female,45186.0,Divorced,2.0,Bachelor's,Unemployed,14.567465258643317,Suburban,Premium,0.0,7.0,328.0,4.0,2024-04-11 15:21:39.146733,Average,No,Monthly,Condo,646.0
51658,21.0,Male,15493.0,,4.0,Bachelor's,,37.934683117156354,Suburban,Comprehensive,1.0,8.0,629.0,1.0,2020-09-26 15:21:39.187211,Poor,Yes,Weekly,Apartment,4786.0
70594,22.0,Male,,Married,4.0,PhD,Employed,34.27688215256934,Rural,Comprehensive,0.0,6.0,,7.0,2024-05-06 15:21:39.283783,Poor,No,Monthly,Apartment,88.0
956577,19.0,Female,2971.0,Married,,Master's,Unemployed,13.988783309759004,Rural,Premium,,2.0,386.0,5.0,2022-08-16 15:21:39.145732,Average,Yes,Daily,Condo,2469.0
781048,37.0,Male,72389.0,Single,3.0,Master's,,15.827964077659123,Urban,Basic,1.0,4.0,511.0,6.0,2023-08-06 15:21:39.151732,Good,No,Rarely,Condo,38.0
655929,37.0,Male,283.0,Married,1.0,Bachelor's,,33.643245415331286,Rural,Premium,2.0,14.0,558.0,2.0,2020-01-26 15:21:39.090124,Poor,Yes,Monthly,Condo,704.0
723265,49.0,Male,18194.0,Married,4.0,Bachelor's,,18.4200376627016,Rural,Comprehensive,0.0,18.0,576.0,3.0,2020-06-29 15:21:39.155231,Poor,No,Monthly,House,1487.0
408878,53.0,Male,27916.0,Divorced,1.0,High School,Unemployed,31.75974550746623,Rural,Premium,2.0,2.0,434.0,3.0,2022-12-12 15:21:39.245086,Average,No,Monthly,Apartment,1852.0
40261,23.0,Male,54521.0,Divorced,1.0,High School,,16.569721574130007,Rural,Basic,,11.0,314.0,6.0,2020-04-24 15:21:39.134960,Poor,No,Daily,House,792.0
621850,60.0,Male,17087.0,Single,1.0,High School,Unemployed,35.75128080101072,Suburban,Premium,0.0,11.0,635.0,8.0,2022-05-19 15:21:39.276901,Good,Yes,Rarely,Apartment,3974.0
158587,27.0,Female,3520.0,Married,0.0,Master's,Employed,14.38250862035931,Rural,Premium,0.0,12.0,549.0,2.0,2019-09-27 15:21:39.246098,Average,Yes,Monthly,Condo,1318.0
288760,31.0,Female,81284.0,Single,,High School,,33.00772327855741,Suburban,Basic,0.0,7.0,449.0,1.0,2019-11-11 15:21:39.223901,Average,Yes,Monthly,Condo,1137.0
1087637,,Female,664.0,Single,0.0,Master's,Self-Employed,20.076485395908147,Rural,Comprehensive,3.0,0.0,350.0,2.0,2023-02-02 15:21:39.134960,Good,No,Weekly,House,1223.0
180447,33.0,Male,,Divorced,0.0,High School,Self-Employed,33.39087866725677,Suburban,Premium,,19.0,313.0,1.0,2020-08-29 15:21:39.210805,Poor,Yes,Daily,Condo,394.0
709132,53.0,Male,3424.0,Single,1.0,Master's,,24.95926757915002,Rural,Comprehensive,0.0,2.0,584.0,2.0,2022-03-13 15:21:39.271453,Average,Yes,Daily,House,2140.0
1178777,58.0,Female,10078.0,Divorced,0.0,PhD,Unemployed,41.69787870336481,Rural,Basic,1.0,9.0,518.0,3.0,2019-12-10 15:21:39.134960,Poor,Yes,Daily,House,1012.0
404114,21.0,Female,26142.0,Married,2.0,Master's,,21.79641278374412,Urban,Premium,,0.0,,9.0,2023-07-20 15:21:39.237118,Good,No,Daily,Condo,574.0
794980,45.0,Female,45499.0,Married,1.0,PhD,,13.837981162410289,Suburban,Basic,1.0,12.0,609.0,8.0,2020-08-14 15:21:39.282785,Average,Yes,Weekly,Condo,1823.0
302045,38.0,Male,64559.0,Married,3.0,PhD,Employed,19.17579407151501,Urban,Basic,0.0,19.0,317.0,4.0,2021-07-03 15:21:39.196387,Good,No,Daily,House,2489.0
860034,34.0,Female,17054.0,Single,2.0,Master's,Unemployed,,Rural,Basic,1.0,7.0,577.0,1.0,2020-09-12 15:21:39.237118,Poor,No,Daily,House,1808.0
504712,21.0,Male,7974.0,Married,0.0,Bachelor's,Self-Employed,19.52794258708403,Rural,Comprehensive,,18.0,510.0,1.0,2023-12-21 15:21:39.255696,Average,No,Monthly,Condo,3246.0
392500,53.0,Male,46077.0,Single,4.0,PhD,Employed,18.749347738178862,Urban,Basic,,14.0,468.0,6.0,2020-07-14 15:21:39.122134,Poor,No,Daily,Condo,1663.0
1067080,43.0,Male,15983.0,Married,3.0,Master's,,34.0644959413336,Urban,Premium,2.0,13.0,614.0,9.0,2022-03-16 15:21:39.100695,Poor,Yes,Weekly,House,221.0
541389,60.0,Female,25480.0,Divorced,0.0,PhD,Employed,16.07167965281904,Suburban,Premium,,15.0,531.0,1.0,2020-07-18 15:21:39.281787,Average,Yes,Monthly,Apartment,1355.0
694231,50.0,Female,3318.0,Married,2.0,Master's,,4.912607669743727,Urban,Basic,3.0,10.0,589.0,1.0,2020-01-13 15:21:39.155231,Average,Yes,Daily,Apartment,966.0
596181,30.0,Female,51690.0,Divorced,,Bachelor's,Self-Employed,26.72008241328444,Rural,Basic,,19.0,420.0,3.0,2023-03-03 15:21:39.134960,Good,No,Rarely,Apartment,1219.0
2673,44.0,Male,16408.0,Married,0.0,Master's,Self-Employed,13.86766832647889,Rural,Basic,1.0,7.0,718.0,9.0,2022-03-30 15:21:39.182597,Poor,No,Daily,Apartment,2882.0
668362,39.0,Female,82543.0,Married,4.0,PhD,Employed,25.3616608827802,Urban,Basic,0.0,17.0,543.0,7.0,2022-01-24 15:21:39.272456,Good,No,Monthly,Apartment,179.0
171084,26.0,Female,20254.0,Divorced,3.0,Bachelor's,Self-Employed,20.98836462416333,Rural,Comprehensive,0.0,3.0,569.0,4.0,2022-03-27 15:21:39.169102,Poor,No,Weekly,Apartment,1063.0
1003002,32.0,Male,43439.0,Married,1.0,Master's,Self-Employed,44.73898627428296,Rural,Basic,0.0,9.0,534.0,2.0,2021-05-16 15:21:39.177724,Poor,No,Daily,House,2345.0
617451,44.0,Male,44774.0,Married,1.0,Bachelor's,,24.80887961156258,Urban,Comprehensive,,15.0,553.0,7.0,2021-06-26 15:21:39.107553,Good,No,Daily,House,627.0
929839,34.0,Female,24881.0,Divorced,4.0,PhD,Employed,31.69434072337444,Urban,Comprehensive,1.0,18.0,529.0,3.0,2022-10-05 15:21:39.182597,Poor,No,Monthly,Apartment,1663.0
1142731,52.0,Male,25602.0,Single,3.0,High School,Employed,8.667734133601366,Suburban,Comprehensive,0.0,7.0,672.0,4.0,2020-11-25 15:21:39.283783,Good,No,Monthly,House,956.0
45258,48.0,Male,24244.0,Single,1.0,Master's,Employed,18.71604581280717,Rural,Premium,,17.0,613.0,1.0,2024-08-07 15:21:39.285112,Poor,Yes,Rarely,Condo,1005.0
644019,,Male,3076.0,Divorced,3.0,High School,Self-Employed,48.93557349988093,Rural,Basic,2.0,13.0,755.0,6.0,2022-10-13 15:21:39.155231,Poor,No,Daily,Condo,910.0
972139,25.0,Female,29063.0,Divorced,2.0,Bachelor's,Unemployed,26.5976260258438,Rural,Basic,3.0,7.0,509.0,2.0,2022-08-13 15:21:39.192212,Poor,No,Monthly,Condo,675.0
931496,56.0,Male,96189.0,Married,4.0,Master's,,34.94561527283804,Suburban,Comprehensive,0.0,14.0,354.0,7.0,2022-08-02 15:21:39.221386,Good,Yes,Daily,Apartment,643.0
610930,28.0,Male,1589.0,Married,4.0,Bachelor's,Unemployed,11.471177591955216,Urban,Basic,,7.0,,2.0,2020-08-23 15:21:39.229482,Average,Yes,Daily,House,221.0
254117,27.0,Female,53820.0,Divorced,4.0,Master's,Unemployed,10.30890558934271,Suburban,Comprehensive,,19.0,397.0,9.0,2021-04-09 15:21:39.219432,Average,Yes,Weekly,Condo,1639.0
1113682,56.0,Male,34961.0,Married,0.0,High School,Self-Employed,5.352115818404182,Suburban,Basic,,8.0,549.0,3.0,2021-10-03 15:21:39.155231,Poor,Yes,Rarely,House,1124.0
105664,26.0,Male,16078.0,Single,2.0,Bachelor's,Self-Employed,20.83671567857401,Suburban,Basic,0.0,1.0,776.0,9.0,2021-04-04 15:21:39.187211,Good,Yes,Weekly,Apartment,2450.0
994570,28.0,Male,8984.0,Divorced,0.0,Master's,Employed,28.976173797281145,Rural,Premium,2.0,18.0,,9.0,2024-02-19 15:21:39.264504,Poor,No,Rarely,House,643.0
677426,24.0,Female,576.0,Divorced,1.0,High School,Unemployed,50.62263774545054,Rural,Comprehensive,3.0,19.0,447.0,9.0,2022-01-29 15:21:39.146733,Good,Yes,Monthly,Apartment,554.0
291637,53.0,Female,8062.0,Single,4.0,Master's,Self-Employed,9.849275429020206,Suburban,Premium,2.0,9.0,632.0,2.0,2020-08-19 15:21:39.180553,Average,Yes,Rarely,Apartment,526.0
130666,32.0,Male,979.0,Divorced,2.0,Bachelor's,Self-Employed,22.039703966812464,Urban,Comprehensive,4.0,2.0,441.0,7.0,2021-03-09 15:21:39.134960,Average,Yes,Daily,House,860.0
872452,48.0,Male,29350.0,Married,,High School,Self-Employed,33.63432554827281,Suburban,Premium,0.0,6.0,793.0,7.0,2022-06-17 15:21:39.079128,Average,Yes,Daily,Condo,2825.0
140104,58.0,Female,10158.0,Married,,High School,Unemployed,13.75405250436867,Rural,Premium,1.0,15.0,462.0,5.0,2023-01-10 15:21:39.197445,Average,No,Weekly,House,1106.0
235878,23.0,Female,44915.0,Married,1.0,High School,Self-Employed,5.840004452209739,Urban,Basic,,16.0,603.0,6.0,2021-01-03 15:21:39.134960,Good,Yes,Weekly,House,842.0
511480,50.0,Male,7073.0,Divorced,1.0,High School,,14.079014118393117,Urban,Premium,0.0,2.0,532.0,5.0,2020-11-06 15:21:39.230483,Good,Yes,Weekly,Condo,496.0
1042822,,Female,1839.0,Divorced,1.0,High School,Unemployed,21.096984666010098,Suburban,Premium,,10.0,,9.0,2019-11-30 15:21:39.097737,Average,No,Monthly,Apartment,763.0
476807,55.0,Male,10047.0,Single,1.0,PhD,Self-Employed,12.81276689261872,Urban,Premium,2.0,12.0,472.0,2.0,2022-12-07 15:21:39.192212,Poor,Yes,Rarely,House,519.0
88162,20.0,Male,6951.0,Divorced,3.0,High School,,26.162217947951,Urban,Premium,1.0,16.0,566.0,7.0,2021-11-07 15:21:39.286113,Average,No,Daily,Condo,832.0
546136,37.0,Male,56600.0,Married,1.0,High School,Unemployed,31.03854739759513,Urban,Basic,3.0,6.0,513.0,1.0,2019-09-03 15:21:39.279729,Average,Yes,Weekly,Condo,1487.0
177034,56.0,Female,72113.0,Divorced,1.0,High School,Employed,49.48147146940565,Urban,Comprehensive,1.0,10.0,334.0,3.0,2021-03-26 15:21:39.261856,Poor,No,Monthly,Condo,637.0
1082188,64.0,Male,17391.0,Married,,High School,Employed,10.72228378273224,Suburban,Comprehensive,1.0,10.0,598.0,2.0,2021-06-15 15:21:39.155231,Good,Yes,Weekly,Condo,2972.0
320451,41.0,Male,1211.0,Married,3.0,PhD,Employed,51.02972476530082,Rural,Premium,1.0,0.0,746.0,9.0,2019-12-31 15:21:39.126661,Average,Yes,Rarely,Apartment,1398.0
224515,28.0,Female,107490.0,Married,2.0,Master's,Unemployed,50.08649292726726,Urban,Premium,0.0,4.0,310.0,9.0,2024-02-28 15:21:39.214388,Poor,No,Rarely,House,1185.0
205926,39.0,Female,49614.0,Married,2.0,Master's,Unemployed,46.83586100484055,Rural,Comprehensive,1.0,15.0,729.0,5.0,2024-02-27 15:21:39.129190,Poor,No,Rarely,Apartment,212.0
966079,42.0,Female,51175.0,Married,1.0,PhD,Unemployed,17.93417916391152,Urban,Basic,0.0,5.0,716.0,7.0,2024-01-09 15:21:39.175719,Poor,No,Daily,Condo,112.0
508238,48.0,Male,39803.0,Divorced,2.0,High School,Employed,44.89585739181378,Suburban,Comprehensive,,5.0,586.0,7.0,2024-07-16 15:21:39.172097,Good,No,Daily,House,1452.0
593490,62.0,Female,30062.0,Single,1.0,High School,Self-Employed,45.28014633287364,Urban,Premium,,18.0,408.0,8.0,2023-05-18 15:21:39.218388,Average,Yes,Rarely,House,1222.0
226004,19.0,Male,16285.0,Single,2.0,High School,,20.09541212746859,Rural,Basic,1.0,0.0,575.0,7.0,2019-10-28 15:21:39.204790,Average,No,Daily,Condo,439.0
472832,25.0,Female,38699.0,Divorced,4.0,Master's,Self-Employed,18.83561508536544,Rural,Comprehensive,0.0,9.0,778.0,9.0,2021-03-26 15:21:39.170099,Poor,No,Daily,House,581.0
1009220,61.0,Male,3078.0,Divorced,3.0,Bachelor's,Self-Employed,14.291911845083645,Rural,Comprehensive,,5.0,711.0,3.0,2021-05-30 15:21:39.175719,Good,No,Rarely,House,54.0
382597,59.0,Female,5421.0,Divorced,2.0,Bachelor's,,47.69483050163898,Rural,Comprehensive,1.0,12.0,,9.0,2022-05-02 15:21:39.211806,Good,No,Weekly,House,199.0
105667,48.0,Male,42688.0,Divorced,4.0,PhD,,14.918872973897612,Suburban,Premium,1.0,3.0,530.0,8.0,2023-04-27 15:21:39.155231,Average,No,Weekly,House,374.0
660255,24.0,Male,30997.0,Single,2.0,Master's,,25.26160579702725,Rural,Basic,0.0,8.0,581.0,1.0,2021-06-11 15:21:39.213373,Good,No,Rarely,House,731.0
825282,56.0,Female,714.0,Divorced,3.0,PhD,Employed,20.76920946360337,Rural,Basic,2.0,0.0,,8.0,2022-02-13 15:21:39.086123,Good,Yes,Monthly,Condo,703.0
415821,60.0,Male,19763.0,Divorced,4.0,Master's,Unemployed,34.01951063294754,Suburban,Basic,2.0,0.0,775.0,9.0,2021-09-04 15:21:39.124659,Good,No,Rarely,Apartment,532.0
835952,25.0,Male,43431.0,Single,2.0,High School,Employed,19.76625939542724,Urban,Basic,,5.0,705.0,9.0,2022-02-16 15:21:39.134960,Poor,No,Daily,Condo,933.0
164203,64.0,Female,17444.0,Divorced,,Bachelor's,Employed,7.657833457026008,Urban,Basic,1.0,17.0,741.0,7.0,2021-03-25 15:21:39.134960,Good,Yes,Rarely,Apartment,2126.0
199821,46.0,Male,131773.0,Single,4.0,Bachelor's,Self-Employed,10.056466854162366,Rural,Basic,,17.0,505.0,8.0,2022-02-05 15:21:39.134960,Average,Yes,Weekly,Apartment,35.0
790595,53.0,Female,18138.0,Married,0.0,High School,Employed,36.640732252522696,Suburban,Premium,0.0,13.0,493.0,4.0,2022-04-29 15:21:39.261856,Average,Yes,Weekly,Condo,1399.0
951108,39.0,Female,42392.0,Married,,Bachelor's,Employed,15.536911513214546,Rural,Premium,2.0,11.0,702.0,6.0,2024-07-25 15:21:39.274993,Good,No,Daily,Condo,1128.0
324151,58.0,Female,85811.0,Divorced,3.0,Master's,,22.383698917873943,Urban,Basic,1.0,3.0,754.0,8.0,2024-08-05 15:21:39.121169,Poor,Yes,Weekly,Apartment,368.0
610374,20.0,Female,39782.0,Single,3.0,High School,Employed,19.481210523742728,Urban,Basic,,0.0,508.0,4.0,2021-07-18 15:21:39.164044,Poor,Yes,Daily,Condo,77.0
851702,44.0,Male,6094.0,Married,2.0,PhD,,22.83938317313241,Urban,Comprehensive,1.0,11.0,577.0,5.0,2022-07-25 15:21:39.155231,Good,Yes,Weekly,Apartment,492.0
1054750,44.0,Male,926.0,Single,2.0,Master's,,34.9130140394511,Suburban,Comprehensive,,11.0,749.0,7.0,2022-08-31 15:21:39.155231,Good,Yes,Weekly,House,40.0
774046,36.0,Female,1679.0,Divorced,4.0,High School,,13.70300765398301,Rural,Basic,0.0,14.0,,8.0,2020-02-22 15:21:39.134960,Good,No,Rarely,Apartment,2548.0
787946,52.0,Male,5711.0,Divorced,3.0,Bachelor's,,10.13191855483188,Rural,Comprehensive,,5.0,734.0,6.0,2022-07-11 15:21:39.222387,Good,Yes,Monthly,Condo,928.0
800302,58.0,Female,11761.0,Married,3.0,High School,Employed,21.68593608090495,Suburban,Premium,0.0,4.0,536.0,9.0,2021-12-06 15:21:39.134960,Average,Yes,Weekly,Apartment,492.0
156109,30.0,Female,28824.0,Single,0.0,Master's,Unemployed,24.849490765488007,Rural,Premium,0.0,19.0,562.0,4.0,2023-04-20 15:21:39.270454,Good,Yes,Weekly,Apartment,288.0
730514,49.0,Male,12706.0,Divorced,3.0,High School,Unemployed,24.83785045199407,Urban,Basic,0.0,7.0,702.0,1.0,2023-04-12 15:21:39.253660,Good,Yes,Daily,House,619.0
656142,24.0,Female,39734.0,Single,1.0,Master's,Self-Employed,10.878556857105606,Rural,Basic,2.0,16.0,494.0,1.0,2019-10-28 15:21:39.106582,Average,No,Weekly,House,675.0
610094,20.0,Male,17107.0,Single,,Bachelor's,Unemployed,27.84944345471469,Suburban,Comprehensive,,6.0,766.0,8.0,2023-05-22 15:21:39.081504,Good,Yes,Rarely,House,1023.0
