predicted_premium,actual_premium,decision,premium_tier
1036.6403354424756,277.0,STANDARD,STANDARD
1128.3793125068808,47.0,REVIEW_CREDIT_VEHICLE,REVIEW
1139.6145323034755,431.0,STANDARD,STANDARD
1146.4741137997632,1112.0,STANDARD,STANDARD
1063.0117922843083,785.0,REVIEW_SENIOR_SMOKER,REVIEW
1062.0687482233452,396.0,STANDARD,STANDARD
1163.3658337303089,456.0,STANDARD,STANDARD
1053.2592568795317,703.0,STANDARD,STANDARD
1181.5520625302606,1733.0,HIGH_RISK_RULE,REVIEW
1034.540167935541,662.0,STANDARD,STANDARD
1091.4805917298102,615.0,STANDARD,STANDARD
1054.909402222191,721.0,STANDARD,STANDARD
1154.352536181691,1461.0,STANDARD,STANDARD
1036.5142465023596,997.0,STANDARD,STANDARD
1192.2142920081321,4027.0,STANDARD,STANDARD
1051.2548495344804,186.0,STANDARD,STANDARD
1132.8531860283479,1855.0,STANDARD,STANDARD
1139.5176566377334,1524.0,REVIEW_CREDIT_VEHICLE,REVIEW
1039.3769411130256,1090.0,STANDARD,STANDARD
1149.3552779693755,988.0,REVIEW_CREDIT_VEHICLE,REVIEW
1055.0298398132145,561.0,STANDARD,STANDARD
1288.1792004312035,943.0,ELEVATED,ELEVATED
1059.0557263277954,956.0,STANDARD,STANDARD
1145.3099324210862,731.0,STANDARD,STANDARD
1059.8873683291845,1293.0,STANDARD,STANDARD
1186.4109248224277,2098.0,STANDARD,STANDARD
1063.2402216670484,1790.0,STANDARD,STANDARD
1232.5087498575108,1694.0,ELEVATED,ELEVATED
1136.6965939597173,1978.0,STANDARD,STANDARD
1157.9791136473953,92.0,STANDARD,STANDARD
1036.3271212767868,641.0,STANDARD,STANDARD
1347.5827486284286,2596.0,ELEVATED,ELEVATED
1055.3330232095243,703.0,STANDARD,STANDARD
731.8119697178535,112.0,STANDARD,STANDARD
1175.7879099474349,1460.0,STANDARD,STANDARD
1245.5309487502004,995.0,ELEVATED,ELEVATED
1020.944381727847,478.0,REVIEW_CREDIT_VEHICLE,REVIEW
1339.568279019348,2104.0,ELEVATED,ELEVATED
733.6503581762341,391.0,STANDARD,STANDARD
1150.1697529546284,2863.0,STANDARD,STANDARD
1051.6033184413836,2458.0,STANDARD,STANDARD
1056.2959567261612,277.0,STANDARD,STANDARD
1184.9151966577454,612.0,STANDARD,STANDARD
1048.4417081139038,112.0,STANDARD,STANDARD
1251.0697402778233,959.0,ELEVATED,ELEVATED
744.0495395477395,389.0,STANDARD,STANDARD
1056.7789098452229,565.0,REVIEW_SENIOR_SMOKER,REVIEW
1143.0622632725776,129.0,STANDARD,STANDARD
1430.0264680207215,2209.0,ELEVATED,ELEVATED
907.6780128818397,49.0,STANDARD,STANDARD
1059.803380856125,535.0,STANDARD,STANDARD
1093.1613340471783,38.0,STANDARD,STANDARD
1183.248772906161,23.0,STANDARD,STANDARD
1034.1351038105431,977.0,STANDARD,STANDARD
1141.654094947796,487.0,STANDARD,STANDARD
1054.551969642306,762.0,STANDARD,STANDARD
1299.9859821772268,1979.0,ELEVATED,ELEVATED
785.979647942953,240.0,STANDARD,STANDARD
1063.2990995754287,1154.0,STANDARD,STANDARD
1341.408541780122,827.0,ELEVATED,ELEVATED
1098.5149234359674,799.0,HIGH_RISK_RULE,REVIEW
1136.7089433969431,659.0,STANDARD,STANDARD
1510.591990554402,26.0,ELEVATED,ELEVATED
1057.6047369112994,1835.0,STANDARD,STANDARD
1036.093387544556,2158.0,STANDARD,STANDARD
1054.639750903604,434.0,STANDARD,STANDARD
934.9640348672484,50.0,STANDARD,STANDARD
1038.33573736564,686.0,STANDARD,STANDARD
749.9450205823138,50.0,STANDARD,STANDARD
1140.6403968178943,203.0,STANDARD,STANDARD
1137.314260837235,1215.0,STANDARD,STANDARD
745.7189948177411,362.0,STANDARD,STANDARD
1473.5330978749842,2125.0,ELEVATED,ELEVATED
1046.4837040029283,2093.0,STANDARD,STANDARD
1172.8410400430414,1795.0,STANDARD,STANDARD
1054.616025088262,390.0,STANDARD,STANDARD
1047.5664507406289,671.0,STANDARD,STANDARD
1252.407797741156,2222.0,ELEVATED,ELEVATED
1061.5029813519534,2149.0,REVIEW_SENIOR_SMOKER,REVIEW
739.6393004404265,249.0,STANDARD,STANDARD
1131.663086840382,187.0,REVIEW_CREDIT_VEHICLE,REVIEW
1172.1205431540993,2215.0,REVIEW_CREDIT_VEHICLE,REVIEW
1055.4079617704165,1811.0,STANDARD,STANDARD
1106.614542756669,251.0,STANDARD,STANDARD
969.2171727016326,111.0,STANDARD,STANDARD
1092.8258444160936,270.0,REVIEW_SENIOR_SMOKER,REVIEW
1182.319190040813,1670.0,STANDARD,STANDARD
1050.8040590175237,900.0,STANDARD,STANDARD
1133.826763600027,866.0,STANDARD,STANDARD
1100.716680754734,2914.0,STANDARD,STANDARD
1135.4032511710577,1101.0,STANDARD,STANDARD
1032.700046996933,878.0,STANDARD,STANDARD
1049.9067044470296,755.0,STANDARD,STANDARD
1051.8352749512344,3345.0,STANDARD,STANDARD
1135.9875908786667,188.0,STANDARD,STANDARD
1047.410653878579,597.0,STANDARD,STANDARD
1045.634907616078,961.0,STANDARD,STANDARD
1123.5511829606264,788.0,STANDARD,STANDARD
1047.491266265027,1040.0,STANDARD,STANDARD
1152.6465156506374,453.0,HIGH_RISK_RULE,REVIEW
1122.053677687416,985.0,STANDARD,STANDARD
1135.0115431529882,1520.0,STANDARD,STANDARD
1495.1039049564743,90.0,ELEVATED,ELEVATED
1047.0822759142363,1219.0,STANDARD,STANDARD
1054.1277332002835,462.0,STANDARD,STANDARD
1175.747025560341,643.0,STANDARD,STANDARD
1116.5546923905217,541.0,HIGH_RISK_RULE,REVIEW
1252.9327657366175,954.0,ELEVATED,ELEVATED
1387.9935200341902,410.0,ELEVATED,ELEVATED
1315.53320352155,3849.0,REVIEW_SENIOR_SMOKER,REVIEW
1034.4967780876902,434.0,STANDARD,STANDARD
1040.1025774045809,2073.0,STANDARD,STANDARD
1051.6793014233322,442.0,STANDARD,STANDARD
1056.907874767349,260.0,STANDARD,STANDARD
1053.7151598247574,928.0,STANDARD,STANDARD
1155.9555678708036,2066.0,REVIEW_CREDIT_VEHICLE,REVIEW
1027.1693833712575,615.0,STANDARD,STANDARD
1226.5578097389912,1336.0,ELEVATED,ELEVATED
1184.8066488556951,1572.0,STANDARD,STANDARD
1071.263588951894,717.0,STANDARD,STANDARD
1095.0387632454479,1396.0,STANDARD,STANDARD
1051.3315620983979,795.0,STANDARD,STANDARD
1057.141018484416,228.0,STANDARD,STANDARD
1204.1575450827181,632.0,REVIEW_SENIOR_SMOKER,REVIEW
731.7580957984588,27.0,STANDARD,STANDARD
1055.676772186942,467.0,STANDARD,STANDARD
1051.708946121096,435.0,STANDARD,STANDARD
726.6144417471187,376.0,STANDARD,STANDARD
1333.0295541813528,1091.0,ELEVATED,ELEVATED
1040.0911623594404,959.0,STANDARD,STANDARD
1423.314395904454,431.0,ELEVATED,ELEVATED
1132.5959466207457,829.0,STANDARD,STANDARD
1133.1694452739011,886.0,STANDARD,STANDARD
1596.9665694476132,271.0,ELEVATED,ELEVATED
1054.9229838725907,739.0,STANDARD,STANDARD
1032.7495468800603,733.0,STANDARD,STANDARD
1031.9458409582567,748.0,STANDARD,STANDARD
1051.9065834108715,1017.0,STANDARD,STANDARD
1056.619786549002,3620.0,STANDARD,STANDARD
1484.305573905105,2036.0,ELEVATED,ELEVATED
1035.167632410683,3083.0,STANDARD,STANDARD
1037.074102808787,716.0,STANDARD,STANDARD
1052.7933060348143,437.0,STANDARD,STANDARD
1201.2165981362166,1164.0,ELEVATED,ELEVATED
1060.5686329208181,803.0,REVIEW_SENIOR_SMOKER,REVIEW
1060.2984536448803,94.0,STANDARD,STANDARD
1104.2168250773852,622.0,STANDARD,STANDARD
1032.700046996933,1197.0,STANDARD,STANDARD
1024.0550201142598,77.0,STANDARD,STANDARD
1052.9826217601167,1020.0,STANDARD,STANDARD
1138.2920844719972,2948.0,REVIEW_CREDIT_VEHICLE,REVIEW
1270.5992387937717,36.0,ELEVATED,ELEVATED
1205.4973244543353,1036.0,REVIEW_CREDIT_VEHICLE,REVIEW
1143.1282851922517,487.0,REVIEW_CREDIT_VEHICLE,REVIEW
1196.3839271288969,2196.0,STANDARD,STANDARD
1052.0044572538627,464.0,STANDARD,STANDARD
1090.9437717450764,1524.0,STANDARD,STANDARD
1092.4780861842362,1404.0,STANDARD,STANDARD
1132.6305213778498,1616.0,STANDARD,STANDARD
1208.8074153995692,2093.0,ELEVATED,ELEVATED
1049.8741481054622,1258.0,STANDARD,STANDARD
1062.6879656328251,1472.0,STANDARD,STANDARD
713.0266519000137,308.0,STANDARD,STANDARD
1044.267461402069,827.0,STANDARD,STANDARD
1036.506734947274,2362.0,STANDARD,STANDARD
1153.4898048066718,1033.0,STANDARD,STANDARD
1059.5239992431461,639.0,STANDARD,STANDARD
1135.669808919788,669.0,STANDARD,STANDARD
1140.8396198142907,722.0,STANDARD,STANDARD
1137.5169634247025,1088.0,STANDARD,STANDARD
1036.30455674477,1224.0,STANDARD,STANDARD
1139.7370470922428,1737.0,STANDARD,STANDARD
1035.1931206868376,793.0,STANDARD,STANDARD
1275.762069567478,488.0,ELEVATED,ELEVATED
1177.7369158096799,1527.0,STANDARD,STANDARD
1135.3305836481866,1332.0,STANDARD,STANDARD
1037.8363937925178,825.0,STANDARD,STANDARD
1150.8173701951416,64.0,STANDARD,STANDARD
1107.115812023238,54.0,HIGH_RISK_RULE,REVIEW
1168.4530402398161,2155.0,STANDARD,STANDARD
1148.4602686957278,959.0,STANDARD,STANDARD
1256.88898346292,228.0,ELEVATED,ELEVATED
1103.8304945400487,1514.0,STANDARD,STANDARD
1128.711821120322,2125.0,STANDARD,STANDARD
1121.7599268671213,1314.0,STANDARD,STANDARD
1034.8056115823981,1027.0,STANDARD,STANDARD
1161.7255281677496,809.0,STANDARD,STANDARD
1149.9516246847593,1204.0,STANDARD,STANDARD
1144.3400311609105,643.0,STANDARD,STANDARD
1039.0707766356638,25.0,STANDARD,STANDARD
1010.6298888709271,488.0,STANDARD,STANDARD
1040.711423913419,545.0,STANDARD,STANDARD
727.7448598392707,714.0,STANDARD,STANDARD
1014.4050753284671,633.0,STANDARD,STANDARD
1050.937001681692,591.0,STANDARD,STANDARD
1054.6298474331395,2694.0,STANDARD,STANDARD
1185.680318479443,2293.0,REVIEW_CREDIT_VEHICLE,REVIEW
1044.3446750048104,1168.0,STANDARD,STANDARD
1139.1615401204608,51.0,REVIEW_CREDIT_VEHICLE,REVIEW
1143.5141676040596,727.0,STANDARD,STANDARD
1053.6006006206974,889.0,STANDARD,STANDARD
1057.3037868444583,1880.0,STANDARD,STANDARD
1043.5028497468554,1260.0,STANDARD,STANDARD
1140.0768065053855,1282.0,STANDARD,STANDARD
1112.2696719647095,646.0,STANDARD,STANDARD
1089.0290492533297,959.0,STANDARD,STANDARD
1092.231906694694,2571.0,STANDARD,STANDARD
1046.7474466661704,1629.0,STANDARD,STANDARD
1140.88181441925,1484.0,STANDARD,STANDARD
1064.585946276954,645.0,STANDARD,STANDARD
1249.8607587732477,37.0,ELEVATED,ELEVATED
1061.996331012549,951.0,STANDARD,STANDARD
1136.173557450874,817.0,STANDARD,STANDARD
1494.5256195414022,354.0,HIGH_RISK_RULE,REVIEW
1193.2750270988654,933.0,STANDARD,STANDARD
1122.0452067694866,1709.0,STANDARD,STANDARD
1053.5888762307122,1218.0,STANDARD,STANDARD
1153.0266568032512,769.0,STANDARD,STANDARD
1047.552942819468,686.0,STANDARD,STANDARD
1346.7958591556164,294.0,ELEVATED,ELEVATED
1006.4371164656467,2011.0,STANDARD,STANDARD
1070.3941613142983,1318.0,STANDARD,STANDARD
1049.669037890484,2323.0,STANDARD,STANDARD
1147.863485327394,765.0,STANDARD,STANDARD
1173.8942660642515,906.0,STANDARD,STANDARD
1041.1482089381104,1865.0,STANDARD,STANDARD
1163.0605153759823,1905.0,STANDARD,STANDARD
1123.587653710313,1139.0,STANDARD,STANDARD
924.8593846172175,94.0,STANDARD,STANDARD
1030.540904307639,524.0,STANDARD,STANDARD
1102.9441302715097,2159.0,STANDARD,STANDARD
1371.5274594720631,1603.0,ELEVATED,ELEVATED
1137.6652141008467,2940.0,STANDARD,STANDARD
1068.1191271585337,1225.0,STANDARD,STANDARD
1041.144046682583,1077.0,STANDARD,STANDARD
1204.120579240539,2133.0,ELEVATED,ELEVATED
1165.1269372403788,321.0,STANDARD,STANDARD
1135.4611266830143,752.0,STANDARD,STANDARD
1052.10464391061,940.0,STANDARD,STANDARD
1054.690077643353,2681.0,STANDARD,STANDARD
1051.3846240978883,2926.0,STANDARD,STANDARD
1154.750833521469,99.0,REVIEW_SENIOR_SMOKER,REVIEW
1058.3062078991184,645.0,STANDARD,STANDARD
1167.6374240779562,831.0,REVIEW_CREDIT_VEHICLE,REVIEW
1135.3141756454268,788.0,STANDARD,STANDARD
1064.1401792278818,989.0,STANDARD,STANDARD
748.488685592188,302.0,STANDARD,STANDARD
1148.2447979516282,1101.0,STANDARD,STANDARD
1327.805096604564,3299.0,ELEVATED,ELEVATED
1046.445243766276,1623.0,STANDARD,STANDARD
1032.700046996933,2414.0,STANDARD,STANDARD
1164.7004834950621,2616.0,REVIEW_CREDIT_VEHICLE,REVIEW
1055.8065871224235,1605.0,STANDARD,STANDARD
1116.6335234648243,3107.0,REVIEW_SENIOR_SMOKER,REVIEW
1112.8346294346056,838.0,HIGH_RISK_RULE,REVIEW
1050.0323819486498,382.0,STANDARD,STANDARD
1128.264430664875,1096.0,STANDARD,STANDARD
715.7803162444093,412.0,STANDARD,STANDARD
1122.596985307105,2685.0,STANDARD,STANDARD
1184.34487872618,52.0,STANDARD,STANDARD
1031.875603581864,1513.0,STANDARD,STANDARD
1301.778329454547,2382.0,HIGH_RISK_RULE,REVIEW
1416.5055971902466,413.0,ELEVATED,ELEVATED
1313.0089796208931,2772.0,ELEVATED,ELEVATED
1189.433812357376,870.0,REVIEW_CREDIT_VEHICLE,REVIEW
1079.9127867441298,797.0,STANDARD,STANDARD
1370.4771536313958,436.0,ELEVATED,ELEVATED
1197.4904624503588,2792.0,STANDARD,STANDARD
1206.2059269923643,961.0,ELEVATED,ELEVATED
1133.9306771323352,865.0,STANDARD,STANDARD
1144.448473157506,845.0,STANDARD,STANDARD
1131.3649354982285,397.0,STANDARD,STANDARD
1266.3318310433735,532.0,REVIEW_SENIOR_SMOKER,REVIEW
1053.6200205604464,501.0,STANDARD,STANDARD
1032.0790391082055,1185.0,STANDARD,STANDARD
1109.3326583454673,497.0,HIGH_RISK_RULE,REVIEW
1058.4795276772174,1241.0,STANDARD,STANDARD
1154.78405310393,2522.0,STANDARD,STANDARD
1094.5128207649357,1644.0,STANDARD,STANDARD
1036.6243307357436,1035.0,STANDARD,STANDARD
1065.5423075760746,1313.0,STANDARD,STANDARD
1047.2144995895753,933.0,STANDARD,STANDARD
1318.287981677209,23.0,ELEVATED,ELEVATED
1099.8094415548348,998.0,STANDARD,STANDARD
1070.0505988241669,329.0,STANDARD,STANDARD
1227.9213581601375,956.0,REVIEW_CREDIT_VEHICLE,REVIEW
1274.7924248617587,30.0,ELEVATED,ELEVATED
1044.6084361637033,990.0,STANDARD,STANDARD
1035.639045995177,38.0,STANDARD,STANDARD
1033.3705547687878,1348.0,STANDARD,STANDARD
1175.924129460399,23.0,STANDARD,STANDARD
1053.825287297268,1524.0,STANDARD,STANDARD
1031.7682689956573,481.0,STANDARD,STANDARD
1056.736844352928,334.0,STANDARD,STANDARD
1039.107234864382,482.0,STANDARD,STANDARD
962.2376894238937,46.0,STANDARD,STANDARD
1036.7562783163694,790.0,STANDARD,STANDARD
1053.1793421189564,1619.0,STANDARD,STANDARD
1054.7214682808192,447.0,STANDARD,STANDARD
1153.4897545203792,2029.0,STANDARD,STANDARD
1085.8115991534169,4044.0,STANDARD,STANDARD
1034.2856088874764,1559.0,STANDARD,STANDARD
935.5911527912526,207.0,STANDARD,STANDARD
1181.6740021164928,24.0,STANDARD,STANDARD
1132.9308849306128,508.0,STANDARD,STANDARD
1142.8524880106465,615.0,STANDARD,STANDARD
1067.6631890672643,216.0,STANDARD,STANDARD
1055.0728668834283,2196.0,STANDARD,STANDARD
1237.0583744860392,776.0,REVIEW_CREDIT_VEHICLE,REVIEW
1198.4505938366433,397.0,STANDARD,STANDARD
1346.548946957372,38.0,ELEVATED,ELEVATED
1038.0084651921625,55.0,STANDARD,STANDARD
1067.4194284882221,726.0,STANDARD,STANDARD
1050.8586968996012,4408.0,STANDARD,STANDARD
1062.4928036374126,814.0,STANDARD,STANDARD
1215.3284851723713,960.0,ELEVATED,ELEVATED
1036.734595085931,885.0,STANDARD,STANDARD
1033.3705547687878,997.0,STANDARD,STANDARD
1219.163333358694,828.0,ELEVATED,ELEVATED
1056.3499826280217,273.0,STANDARD,STANDARD
1135.3995021273963,1010.0,REVIEW_CREDIT_VEHICLE,REVIEW
1107.9586445705843,265.0,STANDARD,STANDARD
1057.152849439864,1044.0,STANDARD,STANDARD
1366.7119835450349,334.0,ELEVATED,ELEVATED
1474.4807337298466,29.0,ELEVATED,ELEVATED
1072.9127519568583,238.0,STANDARD,STANDARD
1166.6793211283468,130.0,STANDARD,STANDARD
719.9453506790052,45.0,STANDARD,STANDARD
1353.0639850541045,1747.0,ELEVATED,ELEVATED
1051.333949482008,897.0,STANDARD,STANDARD
1042.6783591592364,726.0,STANDARD,STANDARD
1050.6169513607456,1388.0,STANDARD,STANDARD
1056.4383282657866,1065.0,STANDARD,STANDARD
1145.8078857204964,1029.0,STANDARD,STANDARD
1164.4154357090854,857.0,STANDARD,STANDARD
1164.293431377383,2373.0,STANDARD,STANDARD
1231.8105060588791,798.0,REVIEW_CREDIT_VEHICLE,REVIEW
1262.4151362549462,586.0,ELEVATED,ELEVATED
1095.1205413452417,1222.0,STANDARD,STANDARD
1023.4401483729039,2216.0,STANDARD,STANDARD
1462.6217177060637,956.0,ELEVATED,ELEVATED
1057.1539323433558,3238.0,STANDARD,STANDARD
1161.0429729322082,438.0,STANDARD,STANDARD
1061.755381218628,687.0,STANDARD,STANDARD
1034.0360655183808,92.0,STANDARD,STANDARD
1061.5700203618808,990.0,REVIEW_SENIOR_SMOKER,REVIEW
1165.425329532531,1654.0,HIGH_RISK_RULE,REVIEW
1032.5109438979039,3515.0,STANDARD,STANDARD
1050.2517013212594,1842.0,STANDARD,STANDARD
1230.1605541100553,223.0,ELEVATED,ELEVATED
1294.3471457306136,2169.0,ELEVATED,ELEVATED
1112.2671393402868,663.0,STANDARD,STANDARD
735.4944922618727,27.0,STANDARD,STANDARD
1347.716419712286,1887.0,ELEVATED,ELEVATED
1122.8229143361852,496.0,STANDARD,STANDARD
1052.2216122419945,1099.0,STANDARD,STANDARD
1017.7260907990423,725.0,STANDARD,STANDARD
1026.9499177371551,1459.0,STANDARD,STANDARD
1157.6482809453157,516.0,HIGH_RISK_RULE,REVIEW
1175.5660957683713,549.0,STANDARD,STANDARD
1031.9189934297146,493.0,STANDARD,STANDARD
1055.8707855865282,2374.0,STANDARD,STANDARD
1087.7965952958052,2223.0,STANDARD,STANDARD
1037.9391493836538,636.0,STANDARD,STANDARD
1143.6630956079027,1241.0,STANDARD,STANDARD
1481.3278940626165,231.0,ELEVATED,ELEVATED
1090.0730067315808,496.0,STANDARD,STANDARD
1051.524218493856,580.0,STANDARD,STANDARD
1139.4601541561424,1574.0,STANDARD,STANDARD
1136.2202339821113,692.0,STANDARD,STANDARD
1048.1112524532289,225.0,STANDARD,STANDARD
1037.2366900889092,860.0,STANDARD,STANDARD
1042.905409698393,2051.0,STANDARD,STANDARD
1050.1788295002775,2102.0,STANDARD,STANDARD
1119.9184200989614,283.0,REVIEW_CREDIT_VEHICLE,REVIEW
1101.6362852889472,112.0,STANDARD,STANDARD
726.6468903320679,110.0,STANDARD,STANDARD
1031.9189934297146,1797.0,STANDARD,STANDARD
1054.1296541694865,2451.0,STANDARD,STANDARD
1036.7562783163694,2457.0,STANDARD,STANDARD
1043.0247168374506,964.0,REVIEW_SENIOR_SMOKER,REVIEW
1051.299663734608,159.0,STANDARD,STANDARD
1059.6383684010682,735.0,STANDARD,STANDARD
730.8615643872394,48.0,STANDARD,STANDARD
1034.9950328822788,793.0,STANDARD,STANDARD
1030.5179945644709,1155.0,STANDARD,STANDARD
1052.0253990334656,767.0,STANDARD,STANDARD
1064.965034835051,512.0,STANDARD,STANDARD
1448.780981238316,2319.0,ELEVATED,ELEVATED
1511.3785130245017,26.0,ELEVATED,ELEVATED
1391.7185369335593,1963.0,ELEVATED,ELEVATED
1193.6605441973054,434.0,STANDARD,STANDARD
1053.3301169031085,2174.0,STANDARD,STANDARD
1169.3943363169135,653.0,HIGH_RISK_RULE,REVIEW
1309.7411204198945,426.0,ELEVATED,ELEVATED
1057.6571420043194,871.0,STANDARD,STANDARD
1208.7475838259159,541.0,REVIEW_CREDIT_VEHICLE,REVIEW
1064.24210024375,1838.0,STANDARD,STANDARD
1138.9374043378189,1643.0,STANDARD,STANDARD
1058.616509726951,1094.0,STANDARD,STANDARD
1059.5756647185176,686.0,STANDARD,STANDARD
1138.8429824707498,1305.0,STANDARD,STANDARD
1146.0298056034785,755.0,STANDARD,STANDARD
1050.8319023213428,797.0,STANDARD,STANDARD
1053.536706240385,3263.0,STANDARD,STANDARD
1051.800302035488,497.0,STANDARD,STANDARD
1141.0316312681018,1210.0,REVIEW_CREDIT_VEHICLE,REVIEW
1048.2341022077803,656.0,STANDARD,STANDARD
1033.3705547687878,827.0,STANDARD,STANDARD
1059.8230169584212,538.0,STANDARD,STANDARD
1179.4030757087014,619.0,STANDARD,STANDARD
1096.3288919642564,1620.0,STANDARD,STANDARD
1036.6403354424756,995.0,STANDARD,STANDARD
1141.532463854853,529.0,REVIEW_SENIOR_SMOKER,REVIEW
725.554413703199,757.0,STANDARD,STANDARD
1145.6576263011243,711.0,STANDARD,STANDARD
1113.116027096871,971.0,STANDARD,STANDARD
1040.9764626853016,2088.0,STANDARD,STANDARD
1114.5565222467076,1241.0,STANDARD,STANDARD
734.5927808650086,227.0,STANDARD,STANDARD
1056.3849712037795,556.0,STANDARD,STANDARD
1032.334942153505,873.0,STANDARD,STANDARD
734.5878271397979,479.0,STANDARD,STANDARD
1052.502110576446,1263.0,STANDARD,STANDARD
1151.173801464642,453.0,STANDARD,STANDARD
1041.0093120665874,1089.0,STANDARD,STANDARD
1054.4286689314338,1191.0,STANDARD,STANDARD
1104.901587808318,550.0,STANDARD,STANDARD
1167.9047830937611,1670.0,STANDARD,STANDARD
1014.0375884280003,770.0,STANDARD,STANDARD
1013.2477474683785,463.0,STANDARD,STANDARD
1055.3609128781586,614.0,STANDARD,STANDARD
1146.9029751988423,518.0,STANDARD,STANDARD
1170.2758157884577,498.0,STANDARD,STANDARD
1394.196416460194,714.0,ELEVATED,ELEVATED
1064.5544989975324,2855.0,STANDARD,STANDARD
1134.5190019071622,447.0,REVIEW_CREDIT_VEHICLE,REVIEW
1256.2426203754303,1202.0,ELEVATED,ELEVATED
1079.8981391935138,672.0,STANDARD,STANDARD
1185.4318814538353,144.0,STANDARD,STANDARD
1055.3250142680552,872.0,STANDARD,STANDARD
1135.4114239105425,352.0,REVIEW_CREDIT_VEHICLE,REVIEW
1036.952415247583,1098.0,STANDARD,STANDARD
1056.5053725534833,493.0,STANDARD,STANDARD
1052.3299540098235,1326.0,STANDARD,STANDARD
1077.3488504241404,1706.0,STANDARD,STANDARD
1139.493818753913,912.0,REVIEW_CREDIT_VEHICLE,REVIEW
1146.8982695974817,589.0,STANDARD,STANDARD
1043.8245935675338,2116.0,STANDARD,STANDARD
1124.662038970138,313.0,REVIEW_CREDIT_VEHICLE,REVIEW
1033.365557746526,2472.0,STANDARD,STANDARD
1036.5930231532554,1752.0,STANDARD,STANDARD
1042.1120008224127,107.0,STANDARD,STANDARD
1054.1904389172942,416.0,STANDARD,STANDARD
1130.4322066442346,1263.0,STANDARD,STANDARD
1068.733368352779,513.0,STANDARD,STANDARD
1052.3299540098235,668.0,STANDARD,STANDARD
1171.4674655557094,2353.0,STANDARD,STANDARD
1118.5550819312773,3530.0,HIGH_RISK_RULE,REVIEW
1032.334942153505,1101.0,STANDARD,STANDARD
1106.1024228934884,1171.0,STANDARD,STANDARD
1156.963892524624,537.0,STANDARD,STANDARD
1141.8524866239552,790.0,STANDARD,STANDARD
1042.273292740566,1621.0,STANDARD,STANDARD
1028.4051179500275,1383.0,STANDARD,STANDARD
726.7668466496581,287.0,STANDARD,STANDARD
1033.3705547687878,750.0,STANDARD,STANDARD
1303.9733218738804,3460.0,ELEVATED,ELEVATED
1209.8051910344223,1244.0,REVIEW_CREDIT_VEHICLE,REVIEW
1157.314127589729,383.0,STANDARD,STANDARD
1188.3118256670036,665.0,STANDARD,STANDARD
1009.344290136514,441.0,STANDARD,STANDARD
1145.7629222468197,1240.0,STANDARD,STANDARD
1063.5834708024784,442.0,STANDARD,STANDARD
1152.667508727491,916.0,STANDARD,STANDARD
1107.4137992997933,3227.0,STANDARD,STANDARD
1107.997221766168,1398.0,STANDARD,STANDARD
1044.259077215348,603.0,STANDARD,STANDARD
1137.391833357384,1259.0,REVIEW_CREDIT_VEHICLE,REVIEW
1055.6302818375343,1033.0,STANDARD,STANDARD
1148.7364787976694,537.0,STANDARD,STANDARD
1162.2780473881649,20.0,STANDARD,STANDARD
1031.6644343816502,401.0,STANDARD,STANDARD
1503.1236550490023,37.0,ELEVATED,ELEVATED
1030.4672127335173,1207.0,STANDARD,STANDARD
1106.1296695122428,811.0,STANDARD,STANDARD
738.0286767155486,49.0,STANDARD,STANDARD
1215.50159340406,3237.0,REVIEW_SENIOR_SMOKER,REVIEW
1049.6300883277645,1379.0,STANDARD,STANDARD
1034.1351038105431,1257.0,STANDARD,STANDARD
1117.5827200725062,2166.0,HIGH_RISK_RULE,REVIEW
1051.333949482008,523.0,STANDARD,STANDARD
1321.8211122914865,2226.0,ELEVATED,ELEVATED
1382.5920970092857,507.0,ELEVATED,ELEVATED
1384.7847627624308,2730.0,ELEVATED,ELEVATED
935.6345426391033,45.0,STANDARD,STANDARD
1235.4622452095778,2104.0,ELEVATED,ELEVATED
1350.3306453164892,832.0,ELEVATED,ELEVATED
1045.4402670586894,99.0,STANDARD,STANDARD
1353.78508351861,735.0,REVIEW_SENIOR_SMOKER,REVIEW
1054.1682320063692,20.0,STANDARD,STANDARD
1060.9197443440028,684.0,STANDARD,STANDARD
1055.8722700230508,1878.0,STANDARD,STANDARD
1166.3104974863954,644.0,STANDARD,STANDARD
1103.6342957237123,1033.0,REVIEW_CREDIT_VEHICLE,REVIEW
1104.3352938358464,1186.0,STANDARD,STANDARD
1371.9664362027615,431.0,ELEVATED,ELEVATED
1069.9999265496988,21.0,STANDARD,STANDARD
1033.3705547687878,641.0,STANDARD,STANDARD
1038.3159288872237,986.0,STANDARD,STANDARD
1135.0647109555202,1026.0,STANDARD,STANDARD
1156.8500833083285,984.0,STANDARD,STANDARD
1141.4978859398996,1405.0,REVIEW_CREDIT_VEHICLE,REVIEW
1054.925448458427,1838.0,STANDARD,STANDARD
1130.1326554198174,956.0,HIGH_RISK_RULE,REVIEW
1043.3514884683316,1575.0,STANDARD,STANDARD
1190.671481813521,754.0,STANDARD,STANDARD
1067.5087940826206,198.0,STANDARD,STANDARD
1132.6669167550106,163.0,STANDARD,STANDARD
1339.0393561386675,1746.0,ELEVATED,ELEVATED
1138.9742929151812,49.0,STANDARD,STANDARD
1061.5229062627895,1142.0,STANDARD,STANDARD
1162.5537483312694,2575.0,STANDARD,STANDARD
1073.932319053851,494.0,STANDARD,STANDARD
